"PersonId","TaskType","credits"
"PID0626","General assistance",17.9
"PID0626","Specialised workflow",24.8
"PID0627","Write or debug code",14.8
"PID0627","Meeting workflow",32.7
"PID0627","Email workflow",72.3
"PID0627","Communication workflow",26.6
"PID0627","Document and comment",57.8
"PID0627","Analysis and research",78.9
"PID0627","General assistance",28.2
"PID0627","Specialised workflow",16
"PID0628","Write or debug code",31.2
"PID0628","Meeting workflow",110.5
"PID0628","Email workflow",183.2
"PID0628","Communication workflow",76.7
"PID0628","Document and comment",216.9
"PID0628","Analysis and research",236.6
"PID0628","General assistance",83.3
"PID0628","Specialised workflow",51.6
"PID0629","Write or debug code",1.2
"PID0629","Meeting workflow",4.2
"PID0629","Email workflow",7.3
"PID0629","Communication workflow",7.4
"PID0629","Document and comment",2.7
"PID0629","Analysis and research",3.4
"PID0629","General assistance",4.2
"PID0629","Specialised workflow",1.9
"PID0630","Write or debug code",21.5
"PID0630","Meeting workflow",66.8
"PID0630","Email workflow",142.2
"PID0630","Communication workflow",129
"PID0630","Document and comment",74.4
"PID0630","Analysis and research",69.8
"PID0630","General assistance",120.5
"PID0630","Specialised workflow",26.1
"PID0631","Write or debug code",8
"PID0631","Meeting workflow",37.4
"PID0631","Email workflow",57.1
"PID0631","Communication workflow",27.1
"PID0631","Document and comment",32.5
"PID0631","Analysis and research",26
"PID0631","General assistance",14.5
"PID0631","Specialised workflow",5.1
"PID0632","Write or debug code",12.5
"PID0632","Meeting workflow",86.9
"PID0632","Email workflow",104.9
"PID0632","Communication workflow",40
"PID0632","Document and comment",30.9
"PID0632","Analysis and research",26.7
"PID0632","General assistance",27.5
"PID0632","Specialised workflow",8.8
"PID0633","Write or debug code",21.6
"PID0633","Meeting workflow",109.8
"PID0633","Email workflow",122.4
"PID0633","Communication workflow",95.5
"PID0633","Document and comment",74.6
"PID0633","Analysis and research",44.3
"PID0633","General assistance",42.1
"PID0633","Specialised workflow",19.6
"PID0634","Write or debug code",0
"PID0634","Meeting workflow",0
"PID0634","Email workflow",0
"PID0634","Communication workflow",0
"PID0634","Document and comment",0
"PID0634","Analysis and research",0
"PID0634","General assistance",0
"PID0634","Specialised workflow",0
"PID0635","Write or debug code",1.8
"PID0635","Meeting workflow",5.4
"PID0635","Email workflow",8.7
"PID0635","Communication workflow",4.1
"PID0635","Document and comment",19.5
"PID0635","Analysis and research",11.7
"PID0635","General assistance",2.8
"PID0635","Specialised workflow",2.5
"PID0636","Write or debug code",7.5
"PID0636","Meeting workflow",29.1
"PID0636","Email workflow",46.6
"PID0636","Communication workflow",46.8
"PID0636","Document and comment",30
"PID0636","Analysis and research",24.9
"PID0636","General assistance",42.4
"PID0636","Specialised workflow",14.6
"PID0637","Write or debug code",1.8
"PID0637","Meeting workflow",5.8
"PID0637","Email workflow",8.9
"PID0637","Communication workflow",3.7
"PID0637","Document and comment",6.9
"PID0637","Analysis and research",14.4
"PID0637","General assistance",3.8
"PID0637","Specialised workflow",2.7
"PID0638","Write or debug code",15.8
"PID0638","Meeting workflow",128.3
"PID0638","Email workflow",142.6
"PID0638","Communication workflow",80
"PID0638","Document and comment",46.9
"PID0638","Analysis and research",49.5
"PID0638","General assistance",40.3
"PID0638","Specialised workflow",24.4
"PID0639","Write or debug code",5.3
"PID0639","Meeting workflow",19.3
"PID0639","Email workflow",25.7
"PID0639","Communication workflow",11.1
"PID0639","Document and comment",26.3
"PID0639","Analysis and research",47.1
"PID0639","General assistance",10.9
"PID0639","Specialised workflow",7.9
"PID0640","Write or debug code",1
"PID0640","Meeting workflow",2.6
"PID0640","Email workflow",7.5
"PID0640","Communication workflow",3.5
"PID0640","Document and comment",2.4
"PID0640","Analysis and research",2
"PID0640","General assistance",3.4
"PID0640","Specialised workflow",1.2
"PID0641","Write or debug code",592.9
"PID0641","Meeting workflow",108.5
"PID0641","Email workflow",108.1
"PID0641","Communication workflow",73.6
"PID0641","Document and comment",90.7
"PID0641","Analysis and research",150.9
"PID0641","General assistance",61.9
"PID0641","Specialised workflow",69.7
"PID0642","Write or debug code",5.3
"PID0642","Meeting workflow",14
"PID0642","Email workflow",23.4
"PID0642","Communication workflow",25.4
"PID0642","Document and comment",44.8
"PID0642","Analysis and research",17.8
"PID0642","General assistance",10.1
"PID0642","Specialised workflow",5.8
"PID0643","Write or debug code",10.5
"PID0643","Meeting workflow",45.4
"PID0643","Email workflow",37.8
"PID0643","Communication workflow",57.3
"PID0643","Document and comment",99.7
"PID0643","Analysis and research",43.4
"PID0643","General assistance",15.3
"PID0643","Specialised workflow",9
"PID0644","Write or debug code",0
"PID0644","Meeting workflow",0
"PID0644","Email workflow",0
"PID0644","Communication workflow",0
"PID0644","Document and comment",0
"PID0644","Analysis and research",0
"PID0644","General assistance",0
"PID0644","Specialised workflow",0
"PID0645","Write or debug code",20.2
"PID0645","Meeting workflow",186.2
"PID0645","Email workflow",187.7
"PID0645","Communication workflow",75.8
"PID0645","Document and comment",46.3
"PID0645","Analysis and research",76
"PID0645","General assistance",36.8
"PID0645","Specialised workflow",24.9
"PID0646","Write or debug code",247.4
"PID0646","Meeting workflow",51.6
"PID0646","Email workflow",45.2
"PID0646","Communication workflow",41
"PID0646","Document and comment",44.3
"PID0646","Analysis and research",50.4
"PID0646","General assistance",25.6
"PID0646","Specialised workflow",31.8
"PID0647","Write or debug code",0
"PID0647","Meeting workflow",0
"PID0647","Email workflow",0
"PID0647","Communication workflow",0
"PID0647","Document and comment",0
"PID0647","Analysis and research",0
"PID0647","General assistance",0
"PID0647","Specialised workflow",0
"PID0648","Write or debug code",67.5
"PID0648","Meeting workflow",465.4
"PID0648","Email workflow",539.4
"PID0648","Communication workflow",464.8
"PID0648","Document and comment",234.5
"PID0648","Analysis and research",196.7
"PID0648","General assistance",143.7
"PID0648","Specialised workflow",62.5
"PID0649","Write or debug code",243.4
"PID0649","Meeting workflow",61.9
"PID0649","Email workflow",53.1
"PID0649","Communication workflow",46
"PID0649","Document and comment",37.6
"PID0649","Analysis and research",39.6
"PID0649","General assistance",26.9
"PID0649","Specialised workflow",36.9
"PID0650","Write or debug code",422.9
"PID0650","Meeting workflow",109.3
"PID0650","Email workflow",115
"PID0650","Communication workflow",80.4
"PID0650","Document and comment",88.6
"PID0650","Analysis and research",123.7
"PID0650","General assistance",67.6
"PID0650","Specialised workflow",54.4
"PID0651","Write or debug code",0.8
"PID0651","Meeting workflow",1.4
"PID0651","Email workflow",1.7
"PID0651","Communication workflow",1.2
"PID0651","Document and comment",1.3
"PID0651","Analysis and research",1.2
"PID0651","General assistance",1.1
"PID0651","Specialised workflow",0.4
"PID0652","Write or debug code",9.2
"PID0652","Meeting workflow",27.7
"PID0652","Email workflow",35.5
"PID0652","Communication workflow",13.9
"PID0652","Document and comment",83.6
"PID0652","Analysis and research",48.7
"PID0652","General assistance",13.2
"PID0652","Specialised workflow",14.6
"PID0653","Write or debug code",4.5
"PID0653","Meeting workflow",1.4
"PID0653","Email workflow",1.1
"PID0653","Communication workflow",1.3
"PID0653","Document and comment",1.4
"PID0653","Analysis and research",1.9
"PID0653","General assistance",0.7
"PID0653","Specialised workflow",0.7
"PID0654","Write or debug code",18.5
"PID0654","Meeting workflow",63.4
"PID0654","Email workflow",70.2
"PID0654","Communication workflow",22.2
"PID0654","Document and comment",56
"PID0654","Analysis and research",145.5
"PID0654","General assistance",31.4
"PID0654","Specialised workflow",36.1
"PID0655","Write or debug code",0
"PID0655","Meeting workflow",0
"PID0655","Email workflow",0
"PID0655","Communication workflow",0
"PID0655","Document and comment",0
"PID0655","Analysis and research",0
"PID0655","General assistance",0
"PID0655","Specialised workflow",0
"PID0656","Write or debug code",14.6
"PID0656","Meeting workflow",98
"PID0656","Email workflow",101.5
"PID0656","Communication workflow",55.4
"PID0656","Document and comment",50
"PID0656","Analysis and research",39.1
"PID0656","General assistance",44.8
"PID0656","Specialised workflow",9.8
"PID0657","Write or debug code",36.1
"PID0657","Meeting workflow",223.9
"PID0657","Email workflow",292.4
"PID0657","Communication workflow",99.5
"PID0657","Document and comment",84.7
"PID0657","Analysis and research",88
"PID0657","General assistance",70.6
"PID0657","Specialised workflow",47.4
"PID0658","Write or debug code",8.3
"PID0658","Meeting workflow",19
"PID0658","Email workflow",19.2
"PID0658","Communication workflow",12.9
"PID0658","Document and comment",17.2
"PID0658","Analysis and research",12.7
"PID0658","General assistance",8.9
"PID0658","Specialised workflow",3.2
"PID0659","Write or debug code",659.9
"PID0659","Meeting workflow",98.7
"PID0659","Email workflow",95.6
"PID0659","Communication workflow",96.5
"PID0659","Document and comment",122.6
"PID0659","Analysis and research",117.1
"PID0659","General assistance",80.3
"PID0659","Specialised workflow",46.5
"PID0660","Write or debug code",0
"PID0660","Meeting workflow",0
"PID0660","Email workflow",0
"PID0660","Communication workflow",0
"PID0660","Document and comment",0
"PID0660","Analysis and research",0
"PID0660","General assistance",0
"PID0660","Specialised workflow",0
"PID0661","Write or debug code",296.3
"PID0661","Meeting workflow",79.1
"PID0661","Email workflow",80.7
"PID0661","Communication workflow",66
"PID0661","Document and comment",52.5
"PID0661","Analysis and research",114.5
"PID0661","General assistance",49.5
"PID0661","Specialised workflow",46
"PID0662","Write or debug code",64.9
"PID0662","Meeting workflow",255.3
"PID0662","Email workflow",239.2
"PID0662","Communication workflow",174.6
"PID0662","Document and comment",161.2
"PID0662","Analysis and research",139.3
"PID0662","General assistance",109.5
"PID0662","Specialised workflow",57.9
"PID0663","Write or debug code",17.7
"PID0663","Meeting workflow",32.7
"PID0663","Email workflow",49.6
"PID0663","Communication workflow",30.9
"PID0663","Document and comment",46.5
"PID0663","Analysis and research",59.3
"PID0663","General assistance",15.9
"PID0663","Specialised workflow",12
"PID0664","Write or debug code",6.8
"PID0664","Meeting workflow",15.9
"PID0664","Email workflow",30.8
"PID0664","Communication workflow",11.2
"PID0664","Document and comment",26.6
"PID0664","Analysis and research",51.2
"PID0664","General assistance",8.8
"PID0664","Specialised workflow",7.4
"PID0665","Write or debug code",486.3
"PID0665","Meeting workflow",120.5
"PID0665","Email workflow",118.2
"PID0665","Communication workflow",95.6
"PID0665","Document and comment",102.9
"PID0665","Analysis and research",133.7
"PID0665","General assistance",70.3
"PID0665","Specialised workflow",93.8
"PID0666","Write or debug code",22.4
"PID0666","Meeting workflow",36.9
"PID0666","Email workflow",61.5
"PID0666","Communication workflow",50.5
"PID0666","Document and comment",77.2
"PID0666","Analysis and research",47.3
"PID0666","General assistance",23
"PID0666","Specialised workflow",11
"PID0667","Write or debug code",4.6
"PID0667","Meeting workflow",15.9
"PID0667","Email workflow",25.9
"PID0667","Communication workflow",8.6
"PID0667","Document and comment",49.1
"PID0667","Analysis and research",21.5
"PID0667","General assistance",6.3
"PID0667","Specialised workflow",3.9
"PID0668","Write or debug code",0
"PID0668","Meeting workflow",0
"PID0668","Email workflow",0
"PID0668","Communication workflow",0
"PID0668","Document and comment",0
"PID0668","Analysis and research",0
"PID0668","General assistance",0
"PID0668","Specialised workflow",0
"PID0669","Write or debug code",141.8
"PID0669","Meeting workflow",33.7
"PID0669","Email workflow",26.9
"PID0669","Communication workflow",18.7
"PID0669","Document and comment",32
"PID0669","Analysis and research",35.7
"PID0669","General assistance",18.7
"PID0669","Specialised workflow",20
"PID0670","Write or debug code",5
"PID0670","Meeting workflow",13.1
"PID0670","Email workflow",26.8
"PID0670","Communication workflow",26
"PID0670","Document and comment",10.3
"PID0670","Analysis and research",11.8
"PID0670","General assistance",13.1
"PID0670","Specialised workflow",6.3
"PID0671","Write or debug code",143.8
"PID0671","Meeting workflow",28
"PID0671","Email workflow",44.3
"PID0671","Communication workflow",23.7
"PID0671","Document and comment",30
"PID0671","Analysis and research",40.8
"PID0671","General assistance",17.7
"PID0671","Specialised workflow",20.4
"PID0672","Write or debug code",1.9
"PID0672","Meeting workflow",10.3
"PID0672","Email workflow",15.9
"PID0672","Communication workflow",7
"PID0672","Document and comment",6.7
"PID0672","Analysis and research",5.3
"PID0672","General assistance",3.8
"PID0672","Specialised workflow",1.8
"PID0673","Write or debug code",1.2
"PID0673","Meeting workflow",5
"PID0673","Email workflow",9.1
"PID0673","Communication workflow",10.4
"PID0673","Document and comment",5.6
"PID0673","Analysis and research",4.5
"PID0673","General assistance",8.5
"PID0673","Specialised workflow",3.1
"PID0674","Write or debug code",19.5
"PID0674","Meeting workflow",150.8
"PID0674","Email workflow",167.3
"PID0674","Communication workflow",93.8
"PID0674","Document and comment",93.5
"PID0674","Analysis and research",80.2
"PID0674","General assistance",51.7
"PID0674","Specialised workflow",23.8
"PID0675","Write or debug code",498.2
"PID0675","Meeting workflow",122.4
"PID0675","Email workflow",134.1
"PID0675","Communication workflow",132.5
