"PersonId","MetricDate","Meeting_hours","Scheduled_call_hours","Collaboration_hours","Available_to_focus_hours","Uninterrupted_hours","Interrupted_hours","Open_1_hour_block","Recurring_meeting_hours","Conflicting_meeting_hours","Meeting_hours_with_six_or_fewer_hours_of_advanced_notice","After_hours_collaboration_hours"
"SYN00529",2026-04-26,8.745,1.664,17.866,29.591,8.021,21.569,19,4.248,2.517,2.461,3.411
"SYN00529",2026-05-03,9.39,1.207,16.445,29.403,10.232,19.171,19,6.672,1.223,2.439,3.967
"SYN00529",2026-05-10,8.57,0.755,13.519,30.675,10.924,19.751,16,6.638,2.004,2.62,3.961
"SYN00529",2026-05-17,8.47,0.914,14.019,30.615,11.706,18.909,13,6.471,1.628,2.661,4.826
"SYN00529",2026-05-24,6.315,1.491,12.148,32.194,11.92,20.274,14,4.239,0.976,2.128,5.016
"SYN00529",2026-05-31,9.493,0.912,15.304,29.595,11.316,18.279,16,5.09,1.159,1.76,4.862
"SYN00529",2026-06-07,7.549,1.606,13.159,30.845,11.74,19.105,15,4.894,1.143,1.642,5.861
"SYN00529",2026-06-14,7.732,1.71,13.933,30.559,11.935,18.624,17,5.907,1.602,1.784,2.615
"SYN00529",2026-06-21,11.995,1.303,18.817,26.701,6.716,19.986,14,8.816,2.728,3.068,3.137
"SYN00529",2026-06-28,8.751,1.662,15.101,29.587,10.871,18.716,16,4.773,1.272,1.874,4.888
"SYN00530",2026-01-04,4.56,1.846,9.543,33.593,12.789,20.804,18,1.661,0.328,0.472,2.392
"SYN00530",2026-01-11,6.927,0.543,10.092,32.53,11.451,21.079,15,3.781,0.508,0.279,1.083
"SYN00530",2026-01-18,4.971,0.409,7.251,34.62,14.002,20.618,22,3.201,0.712,0.633,1.744
"SYN00530",2026-01-25,3.06,1.15,6.146,35.79,13.716,22.075,23,1.67,0.258,0.506,1.61
"SYN00530",2026-02-01,4.723,1.32,9.664,33.958,6.115,27.842,18,3.337,0.061,0.138,1.973
"SYN00530",2026-02-08,4.277,0.498,8.476,35.226,14.388,20.838,21,1.481,0.487,0.113,1.645
"SYN00530",2026-02-15,4.797,1.03,9.501,34.172,13.263,20.91,23,2.776,0.367,0.776,2.745
"SYN00530",2026-02-22,7.075,1.655,11.059,31.27,9.947,21.324,18,3.734,1.094,0.562,1.635
"SYN00530",2026-03-01,3.912,1.347,8.896,34.741,13.669,21.072,20,2.204,0.27,0.204,1.785
"SYN00530",2026-03-08,5.561,1.086,11.305,33.354,11.445,21.908,20,2.434,0.879,0.819,2.16
"SYN00530",2026-03-15,4.563,0.881,8.814,34.556,12.295,22.261,19,2.793,0.262,0.682,0.579
"SYN00530",2026-03-22,5.18,0.557,10.998,34.263,7.805,26.458,16,2.956,0.388,0.5,2.743
"SYN00530",2026-03-29,4.475,1.026,9.703,34.5,10.905,23.594,17,2.305,0.583,0.503,2.046
"SYN00530",2026-04-05,5.885,1.815,10.219,32.299,10.488,21.811,18,2.499,0.156,0.742,1.137
"SYN00530",2026-04-12,6.001,1.845,11.089,32.154,9.54,22.614,18,2.275,0.778,0.851,1.526
"SYN00530",2026-04-19,2.797,1.124,9.02,36.079,15.253,20.826,23,1.41,0.392,0.478,2.214
"SYN00530",2026-04-26,5.015,1.446,9.91,33.539,12.821,20.717,22,2.653,0.637,0.246,2.351
"SYN00530",2026-05-03,2.402,1.047,7.851,36.551,13.299,23.251,17,1.189,0.402,0.305,0.729
"SYN00530",2026-05-10,3.719,0.508,6.532,35.773,11.582,24.191,22,1.961,0.096,0.075,2.119
"SYN00530",2026-05-17,2.224,1.631,6.999,36.146,11.253,24.893,24,1.067,0.167,0.101,1.724
"SYN00530",2026-05-24,2.941,1.031,9.306,36.028,10.006,26.022,21,2.101,0.113,0.542,2.993
"SYN00530",2026-05-31,5.244,1.206,13.219,33.551,11.255,22.296,17,1.971,0.17,0.494,2.32
"SYN00530",2026-06-07,3.047,0.679,7.634,36.273,12.414,23.859,23,2.059,0.221,0.285,1.978
"SYN00530",2026-06-14,4.595,0.766,9.039,34.639,12.316,22.323,17,2.543,0.664,0.732,2.815
"SYN00530",2026-06-21,7.032,0.589,9.798,32.38,6.705,25.675,17,4.319,0.961,0.529,1.384
"SYN00530",2026-06-28,5.047,1.04,10.047,33.914,9.85,24.064,21,3.442,0.133,0.351,1.756
"SYN00531",2026-01-04,10.773,1.042,16.365,28.185,12.411,15.774,15,5.708,2.032,3.231,6.095
"SYN00531",2026-01-11,12.655,1.292,18.268,26.053,7.472,18.581,13,8.224,3.567,3.503,5.726
"SYN00531",2026-01-18,8.215,1.165,14.071,30.62,11.115,19.505,19,4.963,2.156,2.49,6.195
"SYN00531",2026-01-25,11.995,1.876,19.377,26.128,10.066,16.062,14,5.575,2.081,4.182,5.646
"SYN00531",2026-02-01,12.37,1.115,20.715,26.515,7.357,19.158,16,7.008,2.31,3.272,8.124
"SYN00531",2026-02-08,9.283,2.005,17.654,28.712,10.384,18.327,16,5.946,1.189,3.097,6.82
"SYN00531",2026-02-15,12.018,1.508,17.78,26.475,12.425,14.05,15,6.271,3.423,2.901,6.053
"SYN00531",2026-02-22,11.165,1.018,16.99,27.816,9.656,18.16,16,6.13,2.567,1.746,6.229
"SYN00531",2026-03-01,9.21,0.921,14.863,29.869,7.901,21.968,12,5.056,2.373,2.68,7.242
"SYN00531",2026-03-08,11.257,1.516,17.436,27.228,11.732,15.496,14,6.463,1.919,3.118,7.341
"SYN00531",2026-03-15,9.228,2.129,16.578,28.643,9.18,19.463,15,4.289,2.393,2.168,6.577
"SYN00531",2026-03-22,8.751,1.738,15.216,29.511,10.09,19.421,17,6.09,1.206,1.376,7.408
"SYN00531",2026-03-29,11.871,0.986,17.719,27.143,6.528,20.616,13,5.161,1.889,2.842,4.914
"SYN00531",2026-04-05,10.098,1.868,16.943,28.033,9.144,18.89,13,6.03,2.725,2.931,7.944
"SYN00531",2026-04-12,10.688,1.395,17.311,27.918,10.151,17.767,17,4.933,2.862,3.07,7.191
"SYN00531",2026-04-19,8.675,1.698,15.276,29.627,8.373,21.254,15,5.605,1.051,2.368,6.3
"SYN00531",2026-04-26,9.48,1.028,16.059,29.492,10.173,19.32,18,5.95,1.847,2.448,6.417
"SYN00531",2026-05-03,9.102,0.948,16.839,29.95,10.575,19.375,17,4.748,1.232,3.063,7.676
"SYN00531",2026-05-10,7.353,2.126,15.356,30.521,10.835,19.686,22,4.93,1.971,2.426,5.551
"SYN00531",2026-05-17,9.423,1.568,14.763,29.009,11.69,17.319,18,6.495,1.965,3.193,6.55
"SYN00531",2026-05-24,11.264,1.59,19.347,27.146,8.263,18.883,16,8.561,1.957,2.034,6.213
"SYN00531",2026-05-31,9.338,2.181,16.879,28.482,9.898,18.584,20,4.951,2.084,1.497,6.666
"SYN00531",2026-06-07,6.5,1.738,14.325,31.761,10.745,21.016,17,4.65,1.762,1.133,6.401
"SYN00531",2026-06-14,5.32,1.623,11.889,33.058,12.34,20.717,15,2.476,1.015,1.818,6.576
"SYN00531",2026-06-21,11.116,1.047,17.459,27.836,9.085,18.751,16,4.77,1.963,2.195,6.191
"SYN00531",2026-06-28,8.244,0.924,14.315,30.832,12.01,18.822,18,5.837,1.026,2.319,7.478
"SYN00532",2026-01-04,6.937,0.895,9.973,32.168,13.734,18.435,17,3.921,0.329,0.327,0
"SYN00532",2026-01-11,8.065,0.556,11.374,31.379,17.245,14.134,19,4.924,0.652,1.655,0
"SYN00532",2026-01-18,6.374,0.958,9.167,32.668,20.023,12.645,20,2.48,0.94,0.876,0.684
"SYN00532",2026-01-25,7.461,0.385,10.821,32.153,16.131,16.022,15,3.33,1.177,0.691,0
"SYN00532",2026-02-01,7.238,1.415,12.54,31.347,17.811,13.536,21,2.34,1.024,1.153,0.413
"SYN00532",2026-02-08,7.172,1.419,11.403,31.408,14.27,17.139,15,3.545,0,0.689,1.281
"SYN00532",2026-02-15,4.998,0.25,8.338,34.752,14.779,19.973,16,2.637,0.357,0.491,0.637
"SYN00532",2026-02-22,14.306,0.751,17.136,24.943,13.894,11.049,15,4.868,2.263,1.685,0
"SYN00532",2026-03-01,8.103,0.67,10.674,31.227,19.832,11.395,16,2.625,0.593,0.986,0.68
"SYN00532",2026-03-08,7.974,0.912,11.095,31.114,17.087,14.027,19,3.979,1.274,0.349,0
"SYN00532",2026-03-15,7.796,0.774,11.446,31.429,17.599,13.83,19,3.836,0.998,0.769,1.074
"SYN00532",2026-03-22,8.675,1.07,11.711,30.255,18.929,11.325,15,4.598,0.226,1.593,0
"SYN00532",2026-03-29,9.547,1.165,13.464,29.289,15.316,13.973,19,5.28,0.035,0.751,0
"SYN00532",2026-04-05,7.673,0.456,9.57,31.871,17.841,14.03,20,4.723,0.87,0.382,0
"SYN00532",2026-04-12,6.515,0.622,9.54,32.864,13.571,19.293,19,1.958,0.599,0.617,0.331
"SYN00532",2026-04-19,5.763,0.561,8.901,33.676,17.644,16.032,20,2.94,0.614,0.389,0.776
"SYN00532",2026-04-26,6.229,1.531,9.613,32.24,20.434,11.806,18,2.963,0.937,0.844,0.994
"SYN00532",2026-05-03,5.151,1.583,9.026,33.266,16.969,16.298,17,2.009,0.015,0.332,0
"SYN00532",2026-05-10,3.632,0.751,7.098,35.618,19.062,16.555,19,1.101,0.079,0.054,0.129
"SYN00532",2026-05-17,6.71,1.345,10.01,31.944,17.839,14.105,19,4.242,0.234,0.975,0
"SYN00532",2026-05-24,3.617,1.243,7.64,35.141,20.174,14.966,19,2.332,0.07,0.32,0
"SYN00532",2026-05-31,6.828,1.095,10.259,32.077,17.359,14.717,19,4.583,0.69,1.251,0.513
"SYN00532",2026-06-07,5.402,1.401,8.917,33.197,18.057,15.14,18,1.876,0,0.116,0
"SYN00532",2026-06-14,9.09,1.024,13.629,29.885,15.688,14.197,19,3.371,0.805,0.35,0.623
"SYN00532",2026-06-21,8.338,0.778,10.883,30.884,15.504,15.38,19,2.831,1.141,0.527,0.568
"SYN00532",2026-06-28,8.456,1.381,12.5,30.163,15.959,14.203,20,3.209,0.563,0.582,0
"SYN00533",2026-01-04,13.178,1.374,20.351,25.448,2.048,23.4,15,10.294,2.243,2.9,3.459
"SYN00533",2026-01-11,16.622,1.944,24.392,21.433,1.731,19.703,8,8.859,2.817,2.124,4.394
"SYN00533",2026-01-18,12.022,2.575,20.593,25.403,4.796,20.607,12,6.845,2.481,1.08,4.712
"SYN00533",2026-01-25,13.793,1.227,20.712,24.98,4.214,20.766,12,8.298,2.467,1.161,3.756
"SYN00533",2026-02-01,12.843,1.274,21.008,25.883,8.481,17.401,15,10.087,2.411,1.705,4.756
"SYN00533",2026-02-08,12.821,1.147,19.539,26.032,3.476,22.556,16,7.77,2.503,2.511,6.121
"SYN00533",2026-02-15,11.733,2,19.75,26.266,5.072,21.194,21,7.259,0.823,2.392,5.008
"SYN00533",2026-02-22,17.725,2.45,27.605,19.825,2.737,17.088,10,9.608,1.05,2.766,3.077
"SYN00533",2026-03-01,12.651,1.658,21.26,25.691,5.666,20.025,13,10.048,0.981,1.306,3.996
"SYN00533",2026-03-08,15.387,1.591,23.569,23.022,0.542,22.48,12,10.651,1.543,3.755,4.462
"SYN00533",2026-03-15,13.147,2.413,21.42,24.44,6.754,17.686,13,8.599,0.587,2.353,5.043
"SYN00533",2026-03-22,16.801,1.736,26.43,21.464,4.487,16.977,15,14.011,2.113,2.581,4.291
"SYN00533",2026-03-29,14.66,1.688,23.384,23.651,4.157,19.494,15,11.161,1.699,3.183,4.187
"SYN00533",2026-04-05,11.161,1.371,17.502,27.468,2.809,24.659,13,8.406,1.663,1.403,3.729
"SYN00533",2026-04-12,14.008,1.632,21.991,24.36,5.125,19.235,14,7.952,0.904,3.194,5.395
"SYN00533",2026-04-19,14.834,2.383,23.774,22.783,4.891,17.892,14,11.831,0.781,1.405,4.503
"SYN00533",2026-04-26,10.687,1.901,18.959,27.411,4.415,22.996,20,5.642,1.484,0.877,3.618
"SYN00533",2026-05-03,15.764,1.862,22.998,22.374,1.778,20.597,15,11.152,0.76,1.846,4.641
"SYN00533",2026-05-10,13.864,2.085,22.441,24.05,3.605,20.446,16,9.347,0.557,2.786,4.249
"SYN00533",2026-05-17,13.701,2.132,20.793,24.167,1.745,22.422,15,7.052,2.392,1.778,5.404
"SYN00533",2026-05-24,11.607,1.576,18.98,26.817,7.166,19.651,14,5.903,1.749,1.526,2.555
"SYN00533",2026-05-31,11.999,2.382,20.45,25.619,4.829,20.79,13,5.676,1.892,2.07,6.007
"SYN00533",2026-06-07,9.56,1.135,15.723,29.304,2.254,27.051,14,7.666,1.066,1.584,4.686
"SYN00533",2026-06-14,14.932,2.333,23.381,22.736,5.583,17.153,15,10.637,1.34,2.706,4.71
"SYN00533",2026-06-21,13.868,1.609,22.388,24.523,4.26,20.264,14,8.984,1.821,1.836,4.284
"SYN00533",2026-06-28,15.137,1.333,22.898,23.53,3.736,19.795,12,12.762,1.533,3.043,3.357
"SYN00534",2026-01-04,6.384,1.916,12.401,31.701,10.896,20.804,18,4.042,0.657,1.392,1.295
"SYN00534",2026-01-11,8.697,0.531,12.482,30.773,14.875,15.898,16,6.585,0.261,1.939,1.562
"SYN00534",2026-01-18,6.848,1.778,12.403,31.373,11.911,19.462,18,3.453,0.432,1.205,1.289
"SYN00534",2026-01-25,8.79,1.82,15.306,29.39,15.574,13.816,17,4.781,0.395,0.789,1.695
"SYN00534",2026-02-01,4.327,1.176,9.458,34.497,13.553,20.944,24,2.711,0.23,0.213,0.359
"SYN00534",2026-02-08,4.119,1.838,9.328,34.043,14.553,19.49,19,1.549,0.671,0.214,1.837
"SYN00534",2026-02-15,7.753,1.617,13.789,30.63,10.44,20.19,18,5.641,0.31,0.307,1.319
"SYN00534",2026-02-22,9.107,1.368,14.82,29.525,12.938,16.587,16,3.578,0.336,1.551,3.054
"SYN00534",2026-03-01,9.398,1.092,14.041,29.51,9.737,19.773,17,5.869,1.34,1.459,0.942
"SYN00534",2026-03-08,8.267,0.536,12.422,31.197,14.442,16.755,15,4.661,0.631,1.732,1.3
"SYN00534",2026-03-15,6.701,1.57,14.388,31.729,15.402,16.327,18,3.807,0.32,0.652,1.793
"SYN00534",2026-03-22,7.876,0.692,12.778,31.431,8.577,22.855,18,5.812,0.988,0.906,2.475
"SYN00534",2026-03-29,6.568,1.787,11.857,31.645,14.02,17.625,17,3.32,0.487,1.149,1.571
"SYN00534",2026-04-05,7.03,1.305,11.736,31.665,14.287,17.378,17,4.213,1.169,0.603,2.96
"SYN00534",2026-04-12,5.02,0.958,11.035,34.021,15.063,18.959,18,3.806,0.605,0.799,0.649
"SYN00534",2026-04-19,6.852,0.76,11.398,32.388,13.516,18.872,18,4.888,0.528,1.478,1.06
"SYN00534",2026-04-26,1.368,1.568,6.139,37.063,16.212,20.851,21,1.026,0.154,0.239,1.3
"SYN00534",2026-05-03,7.053,1.463,11.838,31.484,13.205,18.279,20,4.039,0.303,0.518,0.472
"SYN00534",2026-05-10,6.764,1.201,12.085,32.036,16.625,15.411,17,4.419,0.544,1.248,1.086
"SYN00534",2026-05-17,7.276,0.509,10.552,32.215,14.181,18.034,19,5.567,1.196,1.364,1.32
"SYN00534",2026-05-24,5.279,1.232,10.036,33.489,18.327,15.162,18,2.16,0.732,1.01,0.716
"SYN00534",2026-05-31,3.805,1.899,9.342,34.296,11.939,22.357,21,2.638,0.42,0.378,0.414
"SYN00534",2026-06-07,4.726,1.477,10.079,33.797,16.184,17.613,18,2.168,0.047,0.419,2.023
"SYN00534",2026-06-14,8.458,1.735,15.344,29.808,12.749,17.059,18,6.174,0.863,1.658,0.852
"SYN00534",2026-06-21,6.317,1.862,12.614,31.821,16.701,15.12,17,4.37,0.235,1.368,1.142
"SYN00534",2026-06-28,6.061,0.879,10.311,33.06,12.784,20.276,17,4.28,0.607,0.198,1.598
"SYN00535",2026-01-04,6.301,0.455,10.732,33.243,15.63,17.613,18,3.833,0.398,1.048,0.143
"SYN00535",2026-01-11,4.942,1.418,10.417,33.64,18.583,15.057,20,2.617,0.026,0.18,0.258
"SYN00535",2026-01-18,6.59,1.508,11.256,31.902,16.392,15.51,17,2.399,0.819,1.293,1.415
"SYN00535",2026-01-25,6.016,1.149,10.846,32.835,13.521,19.314,18,4.209,0.727,1.136,0.044
"SYN00535",2026-02-01,7.766,0.974,11.979,31.26,15.333,15.927,17,3.883,1.283,1.701,1.573
"SYN00535",2026-02-08,7.788,0.845,11.529,31.367,16.42,14.947,16,3.473,0.977,1.104,1.125
"SYN00535",2026-02-15,5.566,0.667,9.324,33.767,13.838,19.929,17,2.055,0.247,0.185,0.538
"SYN00535",2026-02-22,6.408,0.745,9.265,32.847,18.202,14.645,19,4.562,0.161,1.137,0.209
"SYN00535",2026-03-01,5.394,1.42,10.509,33.186,18.135,15.051,17,3.276,0.738,0.393,0.69
"SYN00535",2026-03-08,3.975,1.102,10.24,34.923,17.297,17.626,22,2.126,0.312,0.316,0.023
"SYN00535",2026-03-15,5.164,0.425,8.216,34.411,19.359,15.052,20,3.157,0.384,0.331,0.578
"SYN00535",2026-03-22,8.243,1.604,13.271,30.153,14.165,15.987,18,5.522,1.016,0.194,1.942
"SYN00535",2026-03-29,5.132,1.153,9.986,33.715,14.435,19.28,22,3.536,0.62,0.593,0.46
"SYN00535",2026-04-05,6.807,0.821,11.021,32.372,14.782,17.59,16,2.813,0.893,0.74,0.734
"SYN00535",2026-04-12,4.797,1.231,9.493,33.972,18.052,15.92,19,2.907,0.768,0.359,0.578
"SYN00535",2026-04-19,4.356,0.581,8.466,35.063,17.371,17.692,19,3.084,0.33,0.255,0.373
"SYN00535",2026-04-26,4.57,1.57,8.693,33.86,13.124,20.735,20,3.176,0.766,0.358,0
"SYN00535",2026-05-03,6.29,1.355,11.957,32.354,15.444,16.911,18,2.738,0.455,1.102,0.926
"SYN00535",2026-05-10,4.97,1.013,9.27,34.017,18.384,15.633,21,2.243,0.287,1.03,1.419
"SYN00535",2026-05-17,6.156,1.189,9.721,32.655,15.648,17.007,15,2.136,0.909,1.262,0.948
"SYN00535",2026-05-24,6.635,0.704,10.761,32.661,12.711,19.949,22,4.803,0.548,0.328,0.249
"SYN00535",2026-05-31,2.895,0.566,6.531,36.54,19.163,17.377,16,1.719,0.18,0.164,0.65
"SYN00535",2026-06-07,3.678,0.697,7.986,35.625,13.524,22.101,22,1.29,0.342,0.188,0
"SYN00535",2026-06-14,1.677,0.981,4.45,37.342,16.725,20.618,21,0.803,0.152,0.059,0.093
"SYN00535",2026-06-21,6.631,1.347,10.662,32.022,15.937,16.085,15,3.561,1.034,0.817,0.873
"SYN00535",2026-06-28,8.428,1.071,13.431,30.5,15.056,15.445,19,3.985,1.138,1.204,0.283
"SYN00536",2026-01-04,9.667,0.804,15.082,29.53,12.442,17.087,21,5.746,1.808,2.005,3.23
"SYN00536",2026-01-11,9.376,1.27,14.206,29.354,15.891,13.463,17,4.753,2.17,2.176,4.974
"SYN00536",2026-01-18,11.4,1.814,16.98,26.786,14.092,12.694,18,8.625,1.557,2.846,2.773
"SYN00536",2026-01-25,10.091,1.938,17.131,27.972,10.957,17.015,13,5.249,2.719,3.467,2.346
"SYN00536",2026-02-01,12.33,1.246,19.01,26.424,14.168,12.256,14,7.755,1.686,4.223,3.464
"SYN00536",2026-02-08,9.625,1.325,16.071,29.049,11.975,17.074,14,4.968,1.978,2.69,3.886
"SYN00536",2026-02-15,12.451,0.988,20.797,26.56,8.901,17.659,16,9.124,2.129,3.105,3.273
"SYN00536",2026-02-22,10.908,1.256,16.134,27.836,12.858,14.978,13,4.786,1.479,3.219,3.335
"SYN00536",2026-03-01,10.754,1.035,17.055,28.211,10.173,18.038,16,4.919,2.386,3.395,3.76
"SYN00536",2026-03-08,10.232,1.234,16.25,28.535,14.05,14.485,17,5.228,1.928,2.323,1.927
"SYN00536",2026-03-15,9.207,1.347,14.807,29.446,9.499,19.947,20,4.545,2.05,1.918,3.208
"SYN00536",2026-03-22,11.687,0.908,16.892,27.405,9.201,18.204,16,5.656,2.921,3.387,4.006
"SYN00536",2026-03-29,12.554,2.127,19.35,25.319,12.226,13.093,13,9.106,3.34,2.176,3.31
"SYN00536",2026-04-05,8.978,0.848,14.398,30.175,10.288,19.886,14,5.016,1.963,1.898,3.189
"SYN00536",2026-04-12,10.79,1.101,16.279,28.109,12.308,15.801,14,7.398,2.875,1.661,3.654
"SYN00536",2026-04-19,11.464,1.358,18.33,27.179,11.154,16.024,15,7.983,2.133,2.713,4.121
"SYN00536",2026-04-26,6.588,0.876,13.052,32.536,14.734,17.803,17,3.526,1.822,1.292,3.544
"SYN00536",2026-05-03,9.74,1.632,15.888,28.629,15.691,12.938,16,7.476,2.587,3.191,2.64
"SYN00536",2026-05-10,10.124,1.492,16.867,28.384,11.785,16.599,14,4.824,2.264,1.89,3.385
"SYN00536",2026-05-17,8.428,1.9,15.759,29.673,14.289,15.384,19,3.541,1.954,1.571,3.679
"SYN00536",2026-05-24,10.82,0.999,17.932,28.181,7.881,20.3,15,6.729,2.248,2.266,2.858
"SYN00536",2026-05-31,10.125,0.878,15.635,28.997,9.368,19.629,14,5.715,1.855,3.351,1.887
"SYN00536",2026-06-07,8.087,1.655,14.528,30.258,11.596,18.663,19,5.241,1.342,1.939,3.629
"SYN00536",2026-06-14,9.075,2.188,15.336,28.737,10.865,17.872,18,4.696,1.426,2.758,2.555
"SYN00536",2026-06-21,8.698,1.265,14.394,30.037,12.879,17.158,19,5.404,1.266,1.789,3.06
"SYN00536",2026-06-28,8.33,0.803,14.097,30.867,10.744,20.123,16,5.686,1.584,2.017,2.928
"SYN00537",2026-01-04,5.524,0.851,9.851,33.624,10.491,23.134,19,2.966,1.192,1.713,4.53
"SYN00537",2026-01-11,6.53,1.49,11.926,31.979,11.487,20.492,16,4.041,0.799,1.843,3.067
"SYN00537",2026-01-18,6.194,1.584,13.26,32.222,10.522,21.7,20,4.579,1.378,1.057,2.688
"SYN00537",2026-01-25,6.877,1.221,12.399,31.903,11.282,20.62,19,3.184,1.545,1.54,3.099
"SYN00537",2026-02-01,7.874,1.446,14.427,30.68,9.169,21.511,19,4.586,2.263,1.439,2.826
"SYN00537",2026-02-08,7.887,1.762,14.161,30.351,9.762,20.589,15,4.41,1.089,1.482,3.185
"SYN00537",2026-02-15,7.305,1.898,14.048,30.796,10.99,19.806,18,3.51,1.239,1.131,2.962
"SYN00537",2026-02-22,5.3,1.936,11.948,32.764,13.141,19.623,16,2.783,1.213,1.643,3.845
"SYN00537",2026-03-01,7.874,1.572,15.889,30.555,8.811,21.744,15,5.483,1.075,2.691,3.271
"SYN00537",2026-03-08,9.119,1.238,16.728,29.643,7.443,22.2,19,3.797,2.397,3.015,2.975
"SYN00537",2026-03-15,8.556,0.768,14.096,30.676,11.896,18.78,15,6.121,1.036,1.891,3.232
"SYN00537",2026-03-22,6.652,1.862,14.814,31.486,7.034,24.452,16,4.432,1.582,1.561,3.544
"SYN00537",2026-03-29,5.194,1.947,11.021,32.859,11.359,21.501,16,3.05,1.056,1.774,3.804
"SYN00537",2026-04-05,9.373,1.497,14.188,29.13,9.051,20.079,15,5.076,1.609,2.978,3.631
"SYN00537",2026-04-12,8.252,2.14,16.295,29.608,10.149,19.46,18,4.009,2.027,1.783,3.943
"SYN00537",2026-04-19,8.57,2.131,17.714,29.299,5.657,23.641,19,5.978,2.259,2.708,2.964
"SYN00537",2026-04-26,5.735,1.672,11.164,32.592,12.696,19.896,18,2.824,1.507,1.993,3.644
"SYN00537",2026-05-03,6.239,0.796,11.932,32.965,11.649,21.316,20,4.32,1.759,1.722,3.562
"SYN00537",2026-05-10,4.875,1.99,10.828,33.135,10.747,22.387,23,2.979,1.284,1.095,3.114
"SYN00537",2026-05-17,5.184,0.712,10.516,34.103,11.438,22.666,19,3.946,0.983,0.822,3.387
"SYN00537",2026-05-24,6.838,1.573,13.41,31.589,10.733,20.856,17,3.187,1.576,2.209,4.511
"SYN00537",2026-05-31,8.497,1.565,14.313,29.939,11.168,18.77,17,3.845,2.192,2.746,2.928
"SYN00537",2026-06-07,7.506,1.828,15.16,30.666,9.222,21.444,18,3.359,1.359,2.399,4.077
"SYN00537",2026-06-14,6.724,0.768,12.003,32.507,11.538,20.969,18,4.007,1.855,1.785,3.089
"SYN00537",2026-06-21,3.71,0.796,10.173,35.494,9.977,25.518,17,1.709,0.582,0.942,4.236
"SYN00537",2026-06-28,5.961,2.163,13.607,31.876,10.581,21.294,18,4.584,0.723,1.975,2.538
"SYN00538",2026-01-04,4.454,1.582,8.821,33.964,20.046,13.919,17,2.33,0.718,0.584,4.94
"SYN00538",2026-01-11,4.403,0.441,8.236,35.156,15.705,19.451,19,2.437,0.544,0.292,4.384
"SYN00538",2026-01-18,6.95,0.755,10.073,32.295,16.417,15.878,20,4.353,1.027,1.382,3.718
"SYN00538",2026-01-25,4.97,0.873,9.664,34.157,17.244,16.913,20,1.682,0.424,0.406,3.48
"SYN00538",2026-02-01,6.628,0.944,10.271,32.428,16.658,15.771,20,2.904,0.583,0.533,4.386
"SYN00538",2026-02-08,6.16,0.901,9.856,32.939,16.819,16.12,18,3.338,0.224,0.464,4.005
"SYN00538",2026-02-15,3.217,1.442,7.312,35.341,16.381,18.96,21,1.874,0.48,0.338,3.003
"SYN00538",2026-02-22,2.941,1.705,7.537,35.354,20.806,14.548,17,1.414,0.097,0.397,4.323
"SYN00538",2026-03-01,6.47,0.902,12.022,32.627,16.032,16.595,18,4.719,0.701,0.222,3.885
"SYN00538",2026-03-08,7.24,0.635,10.648,32.125,16.536,15.589,15,3.171,1.076,1.49,3.684
"SYN00538",2026-03-15,4.867,0.769,8.674,34.363,15.972,18.392,21,2.386,0.825,0.329,4.179
"SYN00538",2026-03-22,6.903,0.697,12.036,32.399,15.725,16.674,17,3.825,0.5,0.959,4.715
"SYN00538",2026-03-29,1.095,0.548,5.006,38.358,21.389,16.968,20,0.764,0.058,0.216,4.945
"SYN00538",2026-04-05,2.354,0.868,5.383,36.778,17.859,18.919,20,1.56,0.327,0.262,3.071
"SYN00538",2026-04-12,5.021,0.686,9.081,34.293,17.258,17.036,17,1.912,0.525,0.359,3.658
"SYN00538",2026-04-19,2.678,1.27,7.284,36.052,17.449,18.603,21,1.168,0.425,0.582,4.388
"SYN00538",2026-04-26,2.768,1.289,6.237,35.943,18.097,17.846,21,2.018,0.209,0.138,4.313
"SYN00538",2026-05-03,4.987,0.98,9.585,34.033,17.806,16.227,21,3.634,0.171,0.574,3.907
"SYN00538",2026-05-10,5.962,1.096,10.663,32.942,15.776,17.166,17,2.082,0.618,1.221,3.811
"SYN00538",2026-05-17,2.92,0.847,6.946,36.233,16.566,19.667,20,1.95,0.398,0.087,4.295
"SYN00538",2026-05-24,1.813,1.031,6.049,37.155,18.169,18.986,21,1.051,0.173,0.349,4.358
"SYN00538",2026-05-31,3.8,0.859,8.877,35.34,16.377,18.964,18,1.762,0.316,0.593,4.215
"SYN00538",2026-06-07,5.308,1.408,9.473,33.284,17.47,15.814,20,2.917,0.594,0.389,4.171
"SYN00538",2026-06-14,2.798,1.574,7.976,35.628,21.312,14.316,18,1.936,0.454,0.418,3.677
"SYN00538",2026-06-21,4.215,0.565,7.741,35.221,18.673,16.548,19,2.627,0.562,0.833,4.644
"SYN00538",2026-06-28,3.942,1.003,7.573,35.054,16.057,18.998,20,2.486,0.585,0.451,3.904
"SYN00539",2026-01-04,12.417,2.022,20.285,25.561,7.359,18.202,12,5.724,1.893,0.65,3.133
"SYN00539",2026-01-11,10.603,1.345,17.366,28.052,7.995,20.057,15,6.738,1.414,0.971,4.592
"SYN00539",2026-01-18,16.615,1.317,23.207,22.067,4.558,17.51,15,7.718,2.193,3.497,3.727
